55.725392;37.41343;450
55.754583;37.594674;462
55.517852;37.352021;543
55.703109;37.623313;633
55.753276;37.795933;528
55.779059;37.633787;452
55.859115;37.431801;597
55.686802;37.752104;526
55.688324;37.719702;476
55.705087;37.871508;606
55.738465;37.629888;500
55.770385;37.628163;500
55.622421;37.717205;526
55.623503;37.309091;476
55.759664;37.573474;513
55.821355;37.871867;541
55.821355;37.871867;500
55.821856;37.871454;556
55.920492;37.379249;667
55.972383;37.148499;513
55.685234;37.921005;600
55.765463;37.559847;525
55.816753;37.869963;656
55.682468;37.928318;512
55.697326;37.851943;564
55.699472;37.842358;579
55.701891;37.915669;579
55.714942;37.857027;733
55.741125;37.77829;595
55.820162;37.869235;611
55.615136;37.262181;564
55.623529;37.303126;524
55.623595;37.309172;440
55.634725;37.796876;733
55.635193;37.79242;611
55.640635;37.791971;629
55.681275;37.926862;550
55.682102;37.573285;629
55.686294;37.925874;524
55.721336;37.903138;550
55.721716;37.734569;489
55.815625;37.830779;564
55.819191;37.868607;647
55.820572;37.870098;667
55.821856;37.871454;611
55.824233;37.509676;667
55.826387;37.763261;667
55.703048;37.918409;549
55.875077;37.493057;625
55.685234;37.921005;605
55.72305;37.908393;575
55.582263;37.655688;767
55.58527;37.692869;561
55.596773;37.664393;657
55.597953;37.667492;622
55.59928;37.669747;958
55.620662;37.304869;561
55.624693;37.649346;958
55.635116;37.802068;657
55.635284;37.384891;719
55.646878;37.341179;622
55.653375;37.415739;958
55.655884;37.756676;605
55.658845;37.703406;605
55.686051;37.857953;657
55.696555;37.851188;657
55.699015;37.838953;590
55.69902;37.914205;548
55.699472;37.842358;590
55.703048;37.918409;590
55.704397;37.921158;575
55.704605;37.91575;605
55.705087;37.871508;742
55.711133;37.895026;575
55.712381;37.880608;535
55.712381;37.880608;535
55.713755;37.889762;590
55.714729;37.734425;719
55.716691;37.888585;590
55.720408;37.898242;605
55.720798;37.903883;523
55.721463;37.896329;575
55.722598;37.892223;535
55.723247;37.905482;575
55.798986;37.726143;697
55.820162;37.869235;575
55.820162;37.869235;719
55.847493;37.497306;719
55.893127;37.533283;622
55.896867;37.579115;657
55.550677;37.553513;605
55.56782;37.471632;575
55.575144;37.647603;676
55.584365;37.691198;590
55.584365;37.691198;548
55.587479;37.650388;590
55.589274;37.640659;676
55.594102;37.664976;639
55.594102;37.664976;590
55.595771;37.649004;676
55.596183;37.661635;639
55.623503;37.309091;575
55.623595;37.309172;639
55.623697;37.30539;575
55.623803;37.304977;657
55.624347;37.309747;575
55.628673;37.798592;639
55.631046;37.794154;622
55.637154;37.801934;639
55.638241;37.513844;605
55.640635;37.791971;639
55.641117;37.363511;605
55.647143;37.655338;575
55.648087;37.391664;605
55.650729;37.409109;697
55.656311;37.386301;697
55.681128;37.92423;605
55.681275;37.926862;575
55.683899;37.91911;622
55.684432;37.918373;639
55.685858;37.918589;575
55.686;37.850452;575
55.686051;37.857953;575
55.686797;37.858716;657
55.686888;37.920296;605
55.686964;37.922137;548
55.687391;37.922074;548
55.689223;37.85409;575
55.695469;37.815687;697
55.696047;37.614141;575
55.696565;37.75453;575
55.697255;37.761231;622
55.699751;37.915454;548
55.700735;37.917484;575
55.700781;37.822649;657
55.701374;37.916639;548
55.702556;37.917205;1150
55.704397;37.921158;575
55.704397;37.921158;575
55.711782;37.888414;622
55.712381;37.880608;523
55.712964;37.89402;511
55.714369;37.89693;575
55.71445;37.894119;575
55.716042;37.891505;575
55.716798;37.891585;575
55.717168;37.86063;697
55.719272;37.81274;605
55.719576;37.798727;719
55.722887;37.899823;523
55.72305;37.908393;548
55.72347;37.903192;590
55.736306;37.408651;676
55.761771;37.793894;639
55.76331;37.645986;697
55.779535;37.48729;590
55.818923;37.825137;657
55.819191;37.868607;657
55.819287;37.869882;657
55.819894;37.867412;575
55.820162;37.869235;657
55.835837;37.536517;622
55.883767;37.520132;605
55.885575;37.528477;622
55.891123;37.526699;605
